C15orf27,PGBD5,A_23_P64051,ATP5G1,RAB33B,A_24_P485271,CREM,DLX2,OR2B3,A_24_P713312,A_32_P5148,BSCL2,STGC3,SCRN1,PRKAA2,RPL27,TEX101,NGEF,RBP5,RHOU,FBXW11,WBSCR17,A_23_P96262,TBC1D24,ZNF700,A_24_P161733,C8orf22,A_24_P118946,KANSL1L,ACOT6,A_32_P12494,RDH12,MEF2C,A_24_P942374,A_24_P136911,TOLLIP,CUST_2664_PI416261804,SMIM19,OR11H4,ANKRD36C,MED12L,CYP3A43,ARL5A,A_32_P219635,A_24_P706236,TNFRSF10C,ZNF484,AADAT,NADK2,A_24_P221724,CLEC6A,ASPG,IKBKAP,RALB,DGCR6,A_24_P738859,GOLPH3,A_23_P21804,SNHG8,NAA20,KIAA0922,A_24_P487877,A_23_P26367,KCNC3,A_24_P340886,KIF18A,SLC12A8,OPTC,GLUL,NDUFB5,ARMCX6,DPYSL5,A_24_P612020,A_24_P213073,MAPRE1,A_24_P934971,A_24_P392622,LARP4,GNMT,MLH1,CNTFR,EEF2K,ATP2A3,ZNF730,TP53I13,A_24_P384379,LOC728327,SUSD6,A_23_P93109,C7orf13,A_24_P127063,A_24_P178643,NINL,PAMR1,A_24_P232763,GGT7,ACOT12,TEAD2,AP4S1,HNRNPCL1,BTBD16,LNPEP,CDY1,A_24_P485105,SPDYE2B,LOC728804,GEMIN2,PSG2,OR7E91P,SKAP2,A_24_P654368,DENND2A,GPS1,A_24_P222054,ITGB8,FAM21C,A_24_P299137,ERG,RBM15,SPATA7,MXRA8,A_24_P592487,ERICH5,A_32_P193792,A_24_P489399,C6orf62,SLC6A7,HYMAI,HSPA1B,ACACA,ZSCAN1,MSANTD4,TGIF2,CYP3A4,CALM3,DSCAML1,A_23_P32821,MGARP,LINC01420,A_23_P210451,IGFBP5,PPA2,A_24_P791814,PRSS50,MMP11,PZP,A_32_P463538,A_24_P936419,A_32_P48054,A_24_P791862,PRKCZ,COX15,PNMT,COPA,C5orf58,SEPT4,ADGRG6,A_24_P75856,NOSIP,A_24_P911051,A_32_P51005,A_24_P945069,A_24_P608931,CUST_2438_PI416261804,A_24_P938281,TM7SF3,FLJ20021,C19orf67,KLHL34,A_24_P938284,L3MBTL1,TRIP13,PIK3CA,MOSPD3,A_32_P114372,TXLNG,A_32_P97968,A_32_P170564,A_24_P878561,ARHGAP28,A_32_P140153,UBXN4,CCDC64B,LINC00165,SNRNP40,NEIL3,A_32_P40327,LMAN1L,WTIP,A_24_P934744,FCHSD2,LOC728836,A_32_P208978,GAGE10,MAPK10,ADCY10P1,TRAF3IP3,LOC100132014,ARHGAP1
3.3799,6.27026666666667,2.61755,9.1606,3.6292,3.8419,5.9529,4.1866,1.6285,5.3918,1.5367,5.750125,3.12065,9.6161,5.37626666666667,9.83245,2.74503333333333,9.8355,3.0512,6.64925,8.565,8.2409,1.5167,6.33705,4.7497,2.928,2.13,11.6071,4.9527,1.9036,3.7705,3.54415,9.65743333333333,3.1115,1.8581,7.54656666666667,9.7125,7.86095,1.58085,8.31505,4.4969,2.61615,7.65955,4.0418,1.5874,1.8013,5.2531,6.03055,6.67895,2.5139,1.88995,2.10375,7.52425,7.89185,7.928,3.9441,7.0025,4.6554,10.85455,8.213925,2.79615,1.7071,3.661,7.8202,9.8718,1.7555,3.0646,1.76785,7.7784,7.78475,7.81865,7.24025,7.471,9.8737,6.253275,1.8447,6.2219,5.530625,2.8995,8.3456,4.21465,3.85285,1.8706,8.2346,4.3987,2.5882,12.3265,6.63775,4.05765,5.46285,7.8686,7.5739,6.0276,5.3028,7.5753,7.784,1.54315,1.8728,4.76275,7.93375,4.8042,7.2574,1.76283333333333,5.47755,5.89713333333333,2.7312,5.78243333333333,1.9175,3.10115,7.7489,5.4437,6.6376,7.53255,10.2281,5.46933333333333,8.4048,3.5631,3.43823333333333,6.89645,7.1564,6.4794,4.0285,3.7962,6.601,5.76775,6.8481,3.4921,2.0514,7.7393,5.663,3.18235,7.2,2.68255,2.73995,10.0318666666667,5.67285,1.4767,4.6179,7.19635,1.8633,6.7801,6.777475,1.7326,3.64075,2.41435,1.5875,4.9368,5.0311,1.5227,1.6663,7.65493333333333,6.39413333333333,6.92185,7.11586666666667,5.0182,9.144775,4.46756666666667,3.3312,7.6896,1.6042,10.1304,2.2597,1.4767,5.5674,5.1321,7.25813333333333,6.45725,1.83745,3.1299,2.424,4.91376666666667,1.6066,7.11935,4.87634,4.7977,5.7283,2.468,1.584,1.9399,4.1537,7.4225,5.81563333333333,4.49885,2.414,5.8718,1.80445,6.148,3.65855,5.06985,4.0283,6.5488,2.6066,12.2884,1.5804,8.01303333333333,2.1125,3.60686666666667,1.5882,6.8086
3.5707,6.31976666666667,3.2334,8.77805,3.4531,3.5661,6.16973333333333,4.27016666666667,1.9633,4.7754,1.82945,5.437325,2.1178,10.1392333333333,5.37433333333333,9.92465,3.2588,10.5273,3.06335,6.1005,8.6894,8.53115,1.7795,6.2126,4.7335,2.512975,1.8189,10.3115,5.4097,2.0137,2.7296,4.06675,9.69103333333333,4.0044,2.9774,6.14216666666667,9.4609,8.0737,1.85715,8.8254,4.84015,3.22615,7.9096,4.76805,1.9123,2.14155,6.16,5.76405,7.35815,2.1749,2.19725,1.89615,7.2488,8.9868,8.119,3.7467,7.6127,4.9258,10.9113,7.83305,2.73155,2.0332,1.6567,8.31015,9.5621,2.16,3.29915,2.357,8.0351,8.47785,7.6666,7.32945,7.2833,9.0172,5.6548,3.2309,1.5519,6.180175,2.83865,8.09925,5.12605,3.40905,1.8365,7.4166,4.07885,1.8998,11.596,6.66265,3.07905,5.6788,7.5762,7.2037,5.9228,5.3702,7.2305,7.1468,1.77585,2.1157,5.156175,6.84855,3.6709,7.8673,2.05766666666667,4.76905,4.61283333333333,4.1336,5.65616666666667,1.76115,3.58375,6.8164,2.6935,6.30925,7.28185,10.448,5.64193333333333,9.2854,3.61225,3.71573333333333,7.30415,7.25855,5.819,4.088875,3.7899,6.009,5.2882,7.1674,4.41815,2.4345,6.5296,6.265825,2.4403,7.59935,1.91675,2.98915,9.95043333333333,5.50405,1.7064,4.89645,6.9327,2.4728,6.16246666666667,6.656575,1.6956,3.459,3.24075,2.1197,4.0186,5.0437,1.784,1.9904,7.0457,6.3819,6.47145,7.38503333333333,5.36985,8.299575,4.40623333333333,2.8331,8.05055,1.9597,10.414,3.074,1.8738,4.5944,5.5101,6.99256666666667,6.0461,2.0563,3.19605,1.7921,4.99336666666667,1.9606,7.546,4.66944,5.3746,5.20425,2.2559,1.9067,2.2729,3.96906666666667,6.9568,6.03183333333333,4.87175,1.6224,5.6305,2.10755,5.7982,4.47685,5.06355,2.8619,6.26475,2.3101,12.0944,1.9792,8.02483333333333,2.1846,2.4747,1.794,7.0978
3.78975,6.1175,2.12815,9.238025,3.34915,4.1628,5.98353333333333,4.14983333333333,1.5224,4.82126666666667,1.4731,5.473025,2.86495,10.1145333333333,5.53156666666667,9.66135,2.68486666666667,10.0663,3.16885,5.62425,8.27175,8.42215,1.4731,6.1644,4.975,2.574575,1.49135,10.2281,4.68865,1.7582,2.2597,4.13125,9.57223333333333,3.3055,1.5481,6.7489,9.0403,7.5909,1.4767,8.33835,5.3121,3.58855,7.60945,4.5813,1.4927,1.954,5.83635,5.93215,7.2303,2.6418,1.614,2.01215,7.3435,8.8405,8.5894,4.6035,7.075,4.9027,10.81645,7.869575,2.6275,1.5104,2.9816,8.47315,9.5505,1.5168,3.437,1.6166,7.86695,8.21055,7.7649,7.20545,6.682,8.9025,6.20915,1.5279,3.5955,6.234375,3.30145,8.1032,4.9609,3.52805,1.49135,7.605,4.15305,1.4998,11.5385,6.47145,3.12945,5.01365,7.4694,7.2253,5.587,5.51315,7.0059,7.41885,1.4731,1.7873,5.006825,7.15455,3.24735,7.7672,1.60206666666667,4.4049,4.7374,3.4158,5.54936666666667,1.49185,3.3332,7.0482,4.1313,6.0243,7.53495,9.317,5.52916666666667,8.7388,3.2887,3.73033333333333,7.04355,7.2191,5.10165,4.034025,4.00945,6.1986,5.7689,6.95855,4.8516,2.6603,6.7369,6.26575,3.9144,7.6412,2.2062,1.56,9.96963333333333,5.32865,1.4731,5.05015,6.9076,3.9404,5.70423333333333,6.722575,1.4731,4.42355,3.10025,1.9659,4.5354,5.13985,1.4731,1.5252,7.63066666666667,6.3849,6.26525,7.44036666666667,4.87755,7.572875,4.1532,3.3285,8.00665,1.4767,10.6593,1.7694,3.0119,5.0336,5.4096,7.02413333333333,6.3835,1.56015,3.00835,2.6363,5.0224,2.4033,7.2355,4.67024,5.2729,5.52685,1.6791,1.4927,1.5831,4.23323333333333,6.729,5.68336666666667,5.2126,1.4731,5.72235,1.9881,5.7369,3.5153,5.0195,3.7809,6.23105,1.71995,11.5237,1.5096,8.0893,1.6047,2.93066666666667,1.515,7.31995
3.1242,6.14093333333333,1.7625,9.419275,3.3613,4.324,5.86155,4.09873333333333,1.6733,5.0315,1.557,6.187675,2.98075,10.0840666666667,5.80836666666667,9.83345,3.2924,10.25555,3.27015,6.10795,8.69665,8.61255,1.5658,6.29265,4.7469,2.5226,1.5677,10.5582,4.8677,1.7375,1.4927,4.2585,9.5745,3.715,3.112,7.47516666666667,9.0011,7.65035,1.99125,8.15065,4.86825,3.61695,7.43515,4.1587,1.7049,1.81605,5.7816,5.91295,7.2604,1.7311,1.85345,1.7792,7.45065,8.64915,8.9765,3.7638,6.94735,5.252,10.78615,7.781,2.7005,1.8249,3.7578,8.5736,9.8745,2.40785,4.3279,1.9532,7.77825,8.01375,8.08655,6.98405,7.2264,9.2688,6.3014,1.7539,3.2281,5.971475,2.4194,8.2676,4.78435,3.34,1.6075,7.8362,4.98225,1.6774,11.9483,6.53695,3.58585,5.7388,7.6509,7.4746,5.70635,5.3516,7.0371,7.6915,1.90825,1.8152,5.06585,7.2651,4.19635,7.652,1.7539,4.92145,5.08573333333333,3.0997,5.4211,2.18105,3.60675,7.0451,4.7707,6.33175,8.20445,9.7931,5.69143333333333,8.4969,3.43795,3.55216666666667,7.17225,6.99505,5.2985,4.119725,3.9589,6.1228,5.589,6.8553,4.2875,3.4087,6.99025,6.22135,3.7772,7.43505,2.85735,2.71185,10.1622,5.68555,2.7841,4.91085,6.88635,3.3733,5.95653333333333,6.604525,1.5104,4.3836,2.47065,1.54875,4.677,5.3827,1.5226,1.7485,7.7375,6.3431,6.4201,7.5104,5.153,7.985275,3.70936666666667,4.9027,8.45185,1.6102,10.449,2.2605,1.4767,5.2623,5.4022,7.05203333333333,6.5006,1.7091,3.2473,1.4731,4.81756666666667,1.6412,7.22475,5.1426,5.1238,5.46445,1.9479,1.7016,1.9543,3.0974,6.3749,6.14443333333333,5.6321,3.6569,5.9187,1.91805,6.0834,4.19865,5.397,4.0649,6.2521,2.9049,11.7911,1.5411,8.25466666666667,1.9674,2.90083333333333,1.583,7.46245
3.3633,6.14946666666667,2.24165,9.43285,3.26045,4.2631,5.92423333333333,3.9648,1.6844,4.6859,1.51825,5.757525,3.06175,10.0341,5.49903333333333,9.77165,3.36273333333333,10.194,3.2984,6.4093,8.77325,8.72915,1.5104,6.01885,4.36095,2.9517,1.5202,10.567,4.93765,2.3023,3.2461,3.857,9.57343333333333,4.0246,2.8487,6.8683,9.0747,7.40025,1.59875,8.1716,4.69875,3.75475,7.61755,3.95065,1.6276,1.7244,6.02165,5.79645,7.19375,2.6149,1.7871,2.68875,7.496,8.54575,8.8751,3.704,6.94,5.2855,10.77165,7.6932,1.58235,1.6918,3.5262,8.6324,9.7394,2.0408,3.73315,1.81325,7.98425,7.98355,8.1586,7.32355,7.3453,8.9812,6.157725,2.1306,3.6906,6.248975,2.97985,8.4133,4.95705,3.8775,1.64735,7.2451,4.2801,1.8666,11.8562,6.54295,4.167,5.54425,7.5872,7.2562,5.8306,5.37645,6.9598,7.7065,2.1885,1.91215,5.029575,7.0873,4.47905,7.8386,1.7114,5.07155,5.03096666666667,3.304,5.3503,1.55125,3.71965,7.1156,4.4688,6.3771,8.1135,9.5686,5.48883333333333,8.4008,3.3388,4.0153,7.16535,6.84075,5.5743,4.540325,4.30915,6.2393,5.6874,7.0068,4.3347,1.9121,7.283,6.309525,3.32055,7.48815,2.5525,2.1818,10.1955666666667,5.39805,2.8873,5.02805,6.8177,4.347,6.14516666666667,6.672025,1.4767,4.73735,3.6734,1.5886,4.439,5.1597,1.5163,1.6676,7.88856666666667,6.41143333333333,6.28,7.4803,5.20765,8.103675,3.60223333333333,3.6897,8.53685,1.5346,10.3748,1.9285,2.5768,5.5738,5.5865,7.23663333333333,6.6353,1.88575,3.3205,1.8351,4.77533333333333,2.2554,7.2051,5.24004,5.2742,5.68005,2.8908,1.6215,1.9006,3.8954,6.6938,5.75446666666667,5.1975,4.2964,5.61455,1.80025,6.0506,3.5166,4.9599,2.8088,6.33475,1.96925,11.7156,1.6455,8.22543333333333,2.3108,2.70466666666667,1.6773,7.6043
4.30815,6.31453333333333,2.6638,9.189575,4.80445,4.2885,5.8183,4.15376666666667,1.67535,4.8301,1.5396,6.12645,2.0803,9.6683,5.51693333333333,9.58915,3.13536666666667,10.5375,2.3534,6.32495,8.7405,8.31275,1.5871,6.23525,5.0334,2.978175,1.63165,11.7129,5.02465,2.7021,3.4472,3.50905,9.44306666666667,3.2812,2.2707,7.79616666666667,9.8429,7.77925,1.6297,8.4879,4.76935,2.63505,8.0707,4.27705,1.6373,1.7663,5.43105,6.26945,6.85475,3.3404,2.06135,2.5466,7.9127,8.3767,8.2237,4.6254,6.95125,4.9899,10.6539,8.4363,2.27855,1.7843,3.4798,8.45205,9.6902,1.77345,3.4429,1.64995,8.2492,8.06295,8.1485,7.09435,7.7249,9.8575,6.384825,1.7233,6.4933,5.80555,2.0856,8.658,4.9091,3.9055,1.5526,9.1423,4.49085,1.5988,12.4973,6.7831,3.65375,5.51135,8.4098,7.9539,5.97965,6.14795,7.5092,8.13955,1.659,1.7153,5.06055,8.2339,4.2878,7.2016,1.6921,4.99905,4.79783333333333,2.8152,6.007,1.4998,3.5204,7.8003,5.9441,6.7632,7.88615,9.8433,5.81833333333333,8.5515,4.31485,4.19243333333333,7.1813,7.34665,5.43965,4.691625,4.3279,6.8574,5.6552,6.93195,3.75835,1.7494,7.7463,5.78755,3.4148,7.49835,1.8257,2.34425,9.98726666666667,5.7003,1.9624,4.4925,7.45165,3.5408,6.2871,7.112875,2.2456,3.85125,1.9687,2.91055,4.9415,5.2101,1.5765,1.5607,7.97266666666667,6.57513333333333,6.03505,7.5556,5.5702,8.842325,3.5496,3.5392,7.81105,1.61,10.4171,2.7768,3.4875,5.9582,5.7264,7.60193333333333,6.52385,1.6706,3.38475,1.5422,4.9696,1.65065,7.62735,4.9416,5.1457,6.06745,1.7789,1.6665,1.8249,3.3083,7.86,5.90843333333333,4.76985,1.495,5.0584,1.817,6.0356,3.47475,5.44965,4.3096,6.3352,2.0066,12.2499,1.8949,8.28083333333333,1.6918,2.86863333333333,1.5675,7.48945
4.1305,6.26833333333333,2.3062,9.166375,3.48995,4.0567,5.90541666666667,4.31656666666667,1.4927,5.4062,1.64805,6.21815,1.8502,9.4989,5.54646666666667,9.5257,2.64473333333333,10.1478,3.4663,6.40275,8.6846,8.285,1.4731,6.15845,4.70765,2.773675,1.4731,10.8836,5.1204,1.4767,3.5029,4.7693,9.67973333333333,4.1766,1.5848,7.22446666666667,9.5247,7.7854,1.50695,8.3354,4.8244,3.04665,7.9963,4.76585,1.4767,2.2698,5.2671,6.23485,6.52515,2.8249,2.1398,2.3315,7.67695,8.3636,8.4698,4.7343,6.9622,5.3196,10.4924,8.213175,2.8768,1.5411,3.7487,8.4258,9.7722,1.8173,3.9725,2.37745,8.4737,7.9489,7.9065,7.1448,7.0482,9.4246,6.2047,1.5253,3.0188,5.89705,2.9839,8.3964,5.44645,3.5548,1.48405,7.4428,4.76145,2.2289,12.2566,6.99895,3.94265,5.39705,7.719,7.2271,6.20705,5.8278,7.6779,8.07725,1.9602,2.0575,5.068025,6.98665,4.62375,7.18295,1.56046666666667,5.2835,4.77443333333333,3.6084,5.99096666666667,1.4731,2.96485,7.8924,4.816,6.7703,7.8833,9.3618,5.0417,8.4191,3.53305,3.84826666666667,7.14755,7.26745,5.7871,4.424175,4.41985,7.0647,5.58195,6.9475,3.88155,2.3052,7.9154,5.818325,3.54415,7.42925,2.6418,2.53325,9.94936666666667,5.9399,2.6356,4.7989,7.06855,3.8677,6.30513333333333,6.919275,1.4767,3.97635,2.5162,1.9316,5.2288,5.22365,1.4731,1.4927,7.85843333333333,6.5214,5.92825,7.35143333333333,4.8983,8.641,4.14156666666667,2.1715,7.99205,1.4731,10.8321,2.653,2.4405,5.6369,5.2299,7.51826666666667,6.4551,1.72735,3.3897,1.4731,4.94453333333333,1.7122,7.68685,4.8992,5.1355,5.9509,1.6956,1.4767,1.6544,3.596,7.6505,5.87553333333333,5.5146,1.7753,5.78495,1.55575,6.2073,3.6731,5.46525,4.1679,6.35185,2.1666,12.1847,1.4767,8.21763333333333,2.9116,2.70996666666667,1.4767,7.3211
3.38605,5.93903333333333,2.672,8.947825,3.2823,3.8528,5.79171666666667,3.95293333333333,1.5218,4.66576666666667,1.4767,5.54955,2.6035,10.1478333333333,5.6226,9.68725,2.46816666666667,10.2054,2.46975,6.45025,8.4545,8.31685,1.4731,5.97505,4.9369,2.771075,1.4749,10.3148,5.12625,1.5226,1.495,3.9759,9.53643333333333,3.3415,2.7321,6.73136666666667,9.1183,7.41095,1.4847,8.3249,4.9483,3.3291,7.5667,4.04665,1.5104,1.92495,5.94445,5.64245,7.21485,1.9462,1.6316,1.5829,7.42025,8.81605,8.3363,4.1146,7.1291,4.8287,10.3388,7.55625,3.2805,1.5253,3.4618,8.4003,9.7807,1.5255,3.53535,1.64245,8.05415,8.0172,7.86715,6.97975,7.035,9.0163,6.290675,2.2051,3.7426,6.014875,2.1099,8.10355,4.75115,3.1111,1.9242,8.1938,4.6145,1.5407,11.4402,6.2292,3.5309,5.35755,7.3387,7.3776,5.74745,5.6254,7.0016,7.46075,1.4829,1.713,5.098975,7.188,4.52875,7.7452,1.625,5.2634,4.76523333333333,3.393,5.2289,1.48825,3.84695,7.0487,4.3091,6.43165,7.70315,10.1275,5.97496666666667,8.681,3.2295,3.80203333333333,7.13575,6.8702,5.78865,4.57055,4.0012,6.4007,5.71925,6.8899,4.1415,1.6685,7.2308,6.050725,3.168,7.3722,2.10215,1.79195,9.7867,5.38555,2.1254,5.008,6.8266,3.4125,6.28626666666667,6.482425,2.427,3.8365,2.51365,1.9017,4.6002,5.185,1.4767,1.5266,7.8372,6.38246666666667,5.7047,7.31476666666667,5.0007,8.29735,4.57073333333333,5.3629,7.9037,1.4767,10.2669,1.9417,2.5224,4.9311,5.8054,6.64896666666667,6.35405,1.7406,3.01985,2.8535,4.90226666666667,1.48825,7.4315,4.6902,5.5942,5.5484,1.763,1.5096,1.6737,3.23873333333333,6.3452,6.0515,4.683,1.4731,5.4839,1.59155,5.9989,3.57625,5.40735,3.9596,6.26495,1.73535,11.5807,1.8733,7.94296666666667,2.2932,2.71503333333333,1.5266,7.40125
4.24405,6.40943333333333,2.55115,9.033,3.4592,3.4821,6.05068333333333,3.974,1.7229,4.94733333333333,1.5164,6.13095,2.52195,9.7301,5.5458,9.65205,3.17796666666667,10.30065,2.4562,6.53165,8.72945,8.4165,1.5162,6.3017,4.7963,3.043625,1.5559,11.3385,5.0967,1.9337,3.7459,3.7506,9.64463333333333,3.8278,2.083,7.42546666666667,9.6185,7.7515,1.63855,8.5666,4.8504,2.54635,7.967,4.20055,1.6245,2.2446,5.53845,6.1685,6.9818,2.0237,1.7967,2.34145,7.7935,8.36315,8.1547,5.2506,7.00885,5.2044,10.61975,8.084925,2.7367,1.7237,3.9083,8.15035,9.5054,1.7914,3.0617,2.03325,8.3459,8,8.03745,7.4677,7.5326,9.5207,6.332075,1.7495,5.5913,6.02,3.01385,8.4897,4.9834,3.1876,1.62815,8.306,4.4125,2.2016,12.2651,6.65075,3.3629,5.6008,8.3461,7.5928,5.85305,5.6965,7.3957,7.4766,1.77545,1.85205,4.794075,8.00155,4.48315,7.59665,1.8041,5.2867,5.43786666666667,2.9247,5.91453333333333,1.54395,3.2207,7.7304,4.9302,6.4659,7.60115,10.4393,5.88893333333333,8.6793,3.601,3.7551,7.14235,7.1161,5.38575,4.568825,4.09805,6.7615,5.6597,7.13195,3.98945,1.8962,7.177,5.895075,3.23775,7.5368,2.40215,2.38985,10.1411666666667,5.08685,1.783,4.4068,7.35445,2.6277,6.43016666666667,6.986725,2.6045,3.9916,3.1752,2.0886,5.0744,5.1332,1.5632,1.6181,7.8818,6.27253333333333,6.1116,7.34486666666667,5.08295,8.658675,3.72023333333333,3.6801,7.90475,1.5506,10.367,2.0568,2.5254,5.8011,5.8038,7.49543333333333,6.33205,1.9204,3.70705,2.219,4.99436666666667,1.59565,7.6272,4.63366,4.9142,5.503,2.6431,1.6336,1.8382,3.76713333333333,7.8589,6.19986666666667,4.90035,1.9382,5.5294,1.83615,6.2881,3.39155,5.07695,3.8198,6.2365,2.39695,12.1172,2.3011,8.08023333333333,2.225,2.4427,1.7128,7.43485
3.336,6.2019,2.93615,8.777375,3.37685,3.895,6.06961666666667,4.31786666666667,2.16215,5.56433333333333,1.98305,5.4747,2.2026,10.1707,4.9814,9.8681,2.03946666666667,10.42385,2.3415,5.8225,8.6052,8.4764,2.0363,6.30955,4.30075,2.62565,2.0539,9.8389,4.9613,2.2713,3.2015,4.1445,9.53,3.9775,4.2864,6.1504,9.2081,7.4334,2.09495,8.50015,4.82205,2.5692,7.5455,4.43775,2.0948,2.55945,5.67955,5.7847,7.17345,2.3521,2.43025,2.10235,7.27805,8.871,8.0229,2.8934,7.2455,5.37,10.6334,7.47295,3.0493,2.4023,3.1602,8.31835,9.3338,2.40825,3.6377,2.1786,8.5047,8.18295,7.6422,7.3692,6.9367,8.9908,6.034625,2.2208,2.4352,6.04995,2.46795,8.045,4.8417,3.8953,2.06675,6.8038,3.75865,2.0387,11.3961,6.37315,3.0076,5.2955,7.3202,6.6959,5.42185,5.89375,6.9116,7.13855,2.037,2.2472,4.81535,6.3497,2.7028,7.9015,2.2165,5.0891,5.3119,3.2788,5.1003,1.8906,3.71475,6.8722,3.0446,6.036,7.2844,10.2886,5.47036666666667,9.1289,3.72795,2.951,7.1145,7.0825,5.95945,4.124625,3.57515,6.4398,5.58165,7.16055,4.1693,2.6141,6.85955,6.057675,2.309,7.2952,2.0556,2.75145,10.2178666666667,5.2115,1.8825,4.62085,6.87245,3.7271,5.8232,6.638925,2.0532,3.78525,2.5785,2.071,4.5271,5.03255,1.9461,2.0916,7.42473333333333,6.40116666666667,6.13365,7.2735,5.1638,7.71545,3.77373333333333,6.0676,7.52875,2.1572,10.368,3.5584,2.1906,5.3793,5.2023,7.05536666666667,6.0515,2.21425,3.539,1.6498,4.75763333333333,2.09215,7.37375,4.70888,4.7765,5.1491,2.3944,2.1118,2.4363,3.7686,6.2253,5.94163333333333,4.9848,1.7548,5.34085,2.36975,5.9242,3.8946,4.9251,2.4963,6.16495,2.3524,11.6971,2.1445,7.75776666666667,2.3971,2.393,1.9796,8.04965
4.18855,6.04236666666667,3.2053,8.7991,3.7343,3.1403,6.15598333333333,4.02956666666667,2.25405,4.88703333333333,1.97685,5.805175,2.30325,10.0729333333333,5.29746666666667,9.74995,2.64926666666667,10.32535,2.80835,5.77715,8.65855,8.38035,2.0411,6.10075,4.65835,2.69675,2.0727,10.8006,5.0095,2.262,2.7917,4.2289,9.37836666666667,3.6294,3.6652,6.59316666666667,9.1859,7.62405,2.13645,8.66555,5.4534,2.75755,7.76775,4.6521,2.1968,3.4321,5.68925,5.89195,7.2687,2.1986,2.17555,2.85195,7.3557,8.79075,8.0864,3.5998,7.38165,5.0436,10.74485,7.809175,2.99095,2.7697,3.2783,7.95705,9.3979,2.3283,3.4484,2.13255,7.99985,8.36505,7.64095,7.34125,6.8952,9.2856,6.102025,2.097,4.2016,6.11675,2.19105,8.3367,5.0101,2.92315,2.1176,8.4281,2.7401,2.6922,11.9154,6.48555,3.22125,5.08915,7.779,7.0177,5.24655,5.7923,6.896,7.4182,2.1065,2.25295,4.996075,7.51385,3.0034,7.6061,2.19373333333333,5.47625,5.15183333333333,1.8004,5.13406666666667,1.9261,3.73605,6.7219,4.284,5.7818,7.3215,9.7607,6.5898,8.8253,3.73385,3.34586666666667,6.8525,7.33665,4.9245,4.239125,3.8204,6.5739,5.8897,7.2877,4.2532,2.3108,6.5198,6.127025,2.5049,7.55875,2.84985,2.29145,9.77386666666667,4.82925,1.9542,5.29335,7.13775,3.6221,6.02966666666667,6.757525,2.3609,3.478,2.32045,2.2088,3.9397,5.057,1.9642,2.1595,7.6504,6.2868,6.0883,7.38813333333333,5.481,7.789125,3.81383333333333,2.8943,7.56515,4.046,11.0254,2.6723,2.221,4.8323,5.1605,7.20673333333333,6.0066,2.0927,3.5774,1.8657,4.9509,2.16975,7.38765,4.54556,5.0291,5.73305,2.2208,2.2212,2.3235,3.82743333333333,6.4767,6.14636666666667,4.76205,1.8622,5.14735,2.3511,6.1372,3.2564,5.3376,4.1285,6.11025,2.1206,11.8347,2.3151,7.90803333333333,2.2526,3.39073333333333,2.1023,7.1062
3.7846,6.07086666666667,2.58805,9.1884,3.7521,4.0852,5.97543333333333,4.00213333333333,1.52985,4.94646666666667,1.4749,5.5376,2.4134,10.0865333333333,5.50986666666667,9.52295,2.67213333333333,9.8087,3.1213,6.02425,8.62565,8.1779,1.4731,6.12195,4.5507,2.50105,1.74565,10.822,4.97175,2.2183,3.6078,3.77635,9.53353333333333,3.1737,2.5208,6.89236666666667,8.9026,7.62905,1.49185,8.1788,5.17545,2.71675,7.6702,4.08445,1.4927,1.83695,5.8586,5.7337,7.20965,2.4375,1.635,1.9532,7.22725,8.6391,8.5666,3.9009,7.1707,5.3079,10.71625,7.587375,2.6429,1.4927,3.2329,8.28385,9.5465,1.5128,3.94155,1.97215,7.64265,7.8927,7.8612,7.0929,7.3384,9.1016,6.066275,1.6711,3.8529,5.9318,3.2103,7.9949,4.5837,3.4036,1.90755,8.1137,4.38945,2.0921,11.7308,6.28935,3.7596,5.54735,7.7943,7.4819,5.4322,5.165,6.938,7.3906,2.1279,2.44115,5.2628,7.3935,3.80125,7.7384,1.64766666666667,4.63165,4.73006666666667,2.9117,5.3409,1.62775,3.07605,7.1447,4.5733,5.8824,7.4135,9.4326,6.19603333333333,8.5657,3.25305,3.78073333333333,6.99725,7.04095,5.39175,4.1549,4.0015,5.8402,5.50285,6.7917,4.31725,2.4889,6.84465,6.031225,2.76285,7.38875,2.1746,2.47145,9.73963333333333,5.5105,1.5253,4.8205,6.9486,2.9159,6.18396666666667,6.685675,2.9299,4.22375,2.9543,1.76585,4.6348,5.3296,1.4731,1.5812,7.76146666666667,6.37693333333333,6.3739,7.4172,5.3401,7.6302,3.99176666666667,3.1659,7.798,1.4731,10.4314,1.9699,2.5235,4.3181,5.565,6.88296666666667,6.48145,1.75125,3.1714,2.9509,4.64303333333333,1.7499,7.2046,4.9013,4.8457,5.4578,1.9547,1.4767,1.6844,3.97173333333333,6.8569,5.693,4.70385,1.4767,5.4727,1.60665,5.5406,3.43835,5.3258,4.2008,6.06485,1.92435,11.5151,1.4731,7.85833333333333,1.7465,2.7235,1.5826,7.31785
