C15orf27,PGBD5,A_23_P64051,ATP5G1,RAB33B,A_24_P485271,CREM,DLX2,OR2B3,A_24_P713312,A_32_P5148,BSCL2,STGC3,SCRN1,PRKAA2,RPL27,TEX101,NGEF,RBP5,RHOU,FBXW11,WBSCR17,A_23_P96262,TBC1D24,ZNF700,A_24_P161733,C8orf22,A_24_P118946,KANSL1L,ACOT6,A_32_P12494,RDH12,MEF2C,A_24_P942374,A_24_P136911,TOLLIP,CUST_2664_PI416261804,SMIM19,OR11H4,ANKRD36C,MED12L,CYP3A43,ARL5A,A_32_P219635,A_24_P706236,TNFRSF10C,ZNF484,AADAT,NADK2,A_24_P221724,CLEC6A,ASPG,IKBKAP,RALB,DGCR6,A_24_P738859,GOLPH3,A_23_P21804,SNHG8,NAA20,KIAA0922,A_24_P487877,A_23_P26367,KCNC3,A_24_P340886,KIF18A,SLC12A8,OPTC,GLUL,NDUFB5,ARMCX6,DPYSL5,A_24_P612020,A_24_P213073,MAPRE1,A_24_P934971,A_24_P392622,LARP4,GNMT,MLH1,CNTFR,EEF2K,ATP2A3,ZNF730,TP53I13,A_24_P384379,LOC728327,SUSD6,A_23_P93109,C7orf13,A_24_P127063,A_24_P178643,NINL,PAMR1,A_24_P232763,GGT7,ACOT12,TEAD2,AP4S1,HNRNPCL1,BTBD16,LNPEP,CDY1,A_24_P485105,SPDYE2B,LOC728804,GEMIN2,PSG2,OR7E91P,SKAP2,A_24_P654368,DENND2A,GPS1,A_24_P222054,ITGB8,FAM21C,A_24_P299137,ERG,RBM15,SPATA7,MXRA8,A_24_P592487,ERICH5,A_32_P193792,A_24_P489399,C6orf62,SLC6A7,HYMAI,HSPA1B,ACACA,ZSCAN1,MSANTD4,TGIF2,CYP3A4,CALM3,DSCAML1,A_23_P32821,MGARP,LINC01420,A_23_P210451,IGFBP5,PPA2,A_24_P791814,PRSS50,MMP11,PZP,A_32_P463538,A_24_P936419,A_32_P48054,A_24_P791862,PRKCZ,COX15,PNMT,COPA,C5orf58,SEPT4,ADGRG6,A_24_P75856,NOSIP,A_24_P911051,A_32_P51005,A_24_P945069,A_24_P608931,CUST_2438_PI416261804,A_24_P938281,TM7SF3,FLJ20021,C19orf67,KLHL34,A_24_P938284,L3MBTL1,TRIP13,PIK3CA,MOSPD3,A_32_P114372,TXLNG,A_32_P97968,A_32_P170564,A_24_P878561,ARHGAP28,A_32_P140153,UBXN4,CCDC64B,LINC00165,SNRNP40,NEIL3,A_32_P40327,LMAN1L,WTIP,A_24_P934744,FCHSD2,LOC728836,A_32_P208978,GAGE10,MAPK10,ADCY10P1,TRAF3IP3,LOC100132014,ARHGAP1
3.897,6.42596666666667,2.1383,9.709875,3.4935,4.8691,5.81163333333333,5.18136666666667,0.98975,5.12636666666667,0.8704,6.216175,2.94425,9.32506666666667,5.88723333333333,9.76765,2.34506666666667,10.03105,3.0265,7.19185,8.6187,8.05575,1.0849,6.1158,4.54905,2.8687,0.7479,10.4667,5.0612,3.5578,3.4007,4.2685,9.722,4.3406,2.5357,7.4846,10.1749,8.36705,1.0641,8.12135,4.9498,3.1515,7.9962,3.84585,1.7938,2.09705,5.55065,6.40155,6.7214,1.4914,1.36375,2.24365,7.78135,7.6054,8.6102,3.632,6.81285,5.409,11.2217,8.618675,2.42085,1.1249,4.0715,8.3158,9.8715,1.2084,3.7399,1.6456,8.25255,8.0755,8.37715,6.8382,7.0046,10.1132,6.393475,1.8131,3.3006,5.61885,4.37405,8.8489,4.52905,4.0257,1.9235,7.9217,4.99005,1.0042,12.1398,6.99445,3.4724,5.7783,7.9954,7.1396,5.6731,5.55905,7.5497,7.80785,2.31365,1.33885,5.48045,6.6642,5.63935,7.182,1.06503333333333,5.65655,4.5116,3.2038,6.15876666666667,1.74025,3.52505,7.5519,5.16,6.37685,7.96535,9.5327,5.3709,8.2023,3.47015,2.9363,7.16905,6.70725,5.5595,4.4614,4.5381,6.873,5.80155,7.05515,3.99825,2.4835,7.42055,5.6133,3.5316,7.10665,2.07495,2.2221,10.1166333333333,5.7572,2.0184,4.4327,7.181,1.2782,6.4755,7.358475,2.7273,3.33355,3.1722,1.63955,5.5771,5.2389,0.8028,1.8625,8.01106666666667,6.06523333333333,6.9008,7.54273333333333,4.6264,8.473925,3.27736666666667,4.0123,8.2598,0.9183,10.4137,2.3641,3.4104,5.9739,5.7309,7.64656666666667,7.135,1.3442,3.23975,3.3094,4.92276666666667,1.2659,6.76035,4.99896,5.7018,5.7004,1.5314,0.9305,1.3172,3.84496666666667,7.6478,5.6154,4.42685,1.0961,5.88445,1.55355,6.3147,3.30715,5.2296,4.7427,6.39075,2.78895,11.5904,0.7529,8.3073,1.3471,3.15846666666667,1.0709,7.71325
3.4873,6.42043333333333,2.2331,9.408,4.114,4.4507,5.74681666666667,4.2824,1.00155,5.24026666666667,1.2121,6.28955,2.5606,9.4694,5.71306666666667,9.54875,2.69226666666667,10.5655,2.55625,8.04985,8.80975,8.03335,1.0587,6.35405,4.84315,3.266025,1.67155,11.3114,5.2459,2.1941,3.1956,4.1476,9.36313333333333,4.7332,2.0976,7.77513333333333,10.3366,8.1856,3.68435,8.64375,5.35165,3.2636,8.0546,4.57565,0.8951,1.45315,5.9527,6.54555,6.75325,2.3967,1.1681,1.90595,7.87145,8.35715,8.5708,4.4029,7.27135,5.6907,11.0093,8.6448,2.5025,1.1288,4.4798,8.5105,9.7531,1.65515,3.5072,1.51555,7.975,8.201,8.5249,7.71375,7.4713,10.4176,6.6612,0.9011,5.771,6.113675,4.5054,9.13765,4.0967,3.835,2.39895,8.9995,4.5814,2.327,12.3278,7.01295,3.9598,6.10625,8.4351,7.6935,5.86605,5.35705,7.6325,7.89605,1.37685,1.0588,5.40935,7.8959,6.4286,7.45345,0.917933333333333,6.38155,5.15926666666667,3.3893,5.86083333333333,0.7191,3.53725,7.0712,5.7411,6.12605,7.9637,9.8036,6.1435,8.7989,3.91775,3.78606666666667,7.3294,6.8577,5.26395,4.705175,4.96295,7.1655,6.15235,6.9423,4.20265,3.2049,7.62705,5.770925,3.73335,7.4624,2.62195,2.0024,9.92216666666667,5.9215,1.9345,4.72225,7.27545,2.4089,6.35246666666667,7.70035,3.6561,3.11985,2.86135,3.0944,5.6193,5.30705,0.7677,0.853,8.1992,6.06756666666667,5.62885,7.86906666666667,5.06385,9.553,2.88733333333333,2.3837,8.10815,0.8026,9.9658,1.1561,3.9549,5.9661,5.9375,7.8711,6.6856,1.615,3.53135,3.2583,5.30626666666667,0.82785,7.2572,4.9272,5.8366,5.9934,1.0047,0.9129,1.0238,2.90603333333333,7.7926,5.84053333333333,4.4384,0.6851,5.9539,1.07015,7.1029,3.07355,5.91665,5.1173,6.6301,2.46215,11.9132,1.8618,8.32916666666667,1.0082,3.85046666666667,3.5155,7.8707
4.52645,6.4583,2.42195,9.38655,4.49715,4.7564,5.96448333333333,4.75116666666667,0.6919,5.17386666666667,0.6745,6.265875,3.4212,9.3879,5.86373333333333,9.417,3.16746666666667,10.4551,2.40615,7.5896,8.72625,7.88535,1.6519,6.3547,5.14465,3.05485,0.67765,11.2642,5.22675,3.027,3.0974,3.83785,9.37176666666667,4.4371,2.8343,8.00656666666667,10.1601,8.193,2.06255,8.5203,5.3876,3.4929,7.98495,4.13535,0.6808,2.56875,5.9324,6.3958,6.60515,2.5471,0.8609,1.9315,7.9612,8.1708,8.335,4.2507,7.1065,5.6231,10.83775,8.68085,2.70315,0.8421,4.3009,8.55185,9.5859,1.4053,3.8232,1.28865,8.0408,8.1867,8.4121,7.49645,7.8075,10.3107,6.596125,1.361,6.8334,5.912825,4.40095,8.9003,3.88525,4.26755,1.24755,9.4151,4.76535,3.4091,12.3493,6.71745,3.58115,5.92455,8.5146,7.6454,5.9883,5.398,7.6073,7.8831,1.53875,1.5183,5.512775,7.86055,6.12435,7.35115,1.10753333333333,5.89565,5.13626666666667,3.1902,5.92413333333333,1.5441,3.99275,7.2439,6.1427,5.86615,7.9554,9.8212,6.02083333333333,8.7521,4.37125,3.76116666666667,7.24555,6.79075,5.2786,4.7213,4.61935,7.1474,6.1131,6.96995,4.5684,2.9423,7.59375,5.6858,3.47945,7.19065,2.01145,2.30125,9.89553333333333,5.8416,2.9682,4.90325,7.35335,2.4966,6.1308,7.694225,3.9319,3.00615,2.45065,3.72395,5.7624,5.4516,1.5756,0.6851,8.08433333333333,6.0074,5.6975,7.7341,5.3161,9.23355,3.29176666666667,3.1588,7.9994,0.6808,10.0453,2.2095,3.4116,5.9729,5.9954,7.73716666666667,6.6748,0.8788,4.1328,4.0194,5.10843333333333,1.56765,7.20975,4.8446,5.8443,5.8378,0.8727,1.8622,0.871,3.45313333333333,7.8915,5.67706666666667,4.6182,1.1844,5.68375,0.8608,6.6643,3.1589,5.016,5.2368,6.4592,2.1088,11.7424,0.6745,8.40033333333333,0.9037,3.68536666666667,0.6745,7.47715
4.4099,7.3587,2.57875,10.53165,4.30725,5.8847,6.14545,5.1585,0.69905,5.90553333333333,0.6745,6.887425,2.97745,10.0580333333333,6.57393333333333,11.04125,2.99613333333333,11.885,2.90375,9.05,10.05225,9.1842,1.4388,7.13255,5.55275,3.663,1.38675,12.0259,5.62135,2.5459,3.4175,3.9065,10.4175,5.3032,2.2745,8.32693333333333,10.8062,9.28835,1.66195,9.61625,5.639,3.3325,9.1911,4.8443,0.8028,2.24405,6.87805,7.6311,7.48955,2.1978,0.7721,1.8674,9.4226,9.16455,9.643,4.003,7.81405,6.6753,12.59165,10.059675,2.85865,0.7861,5.5548,9.3768,11.3948,1.10965,3.886,0.79085,9.0289,9.4097,10.1203,8.48615,8.4222,12.5769,7.623725,0.8857,7.5196,6.93925,4.16895,10.6979,5.1683,4.8118,1.11305,9.7946,5.7824,2.6072,13.7883,8.16285,4.5869,6.84645,9.9014,8.7086,6.3048,6.8468,8.768,9.699,1.85365,1.07745,6.2009,8.7686,7.9968,8.06725,0.721066666666667,8.3157,5.5778,3.3704,7.67346666666667,1.4943,3.92525,8.6298,6.4296,7.4149,9.83775,9.6057,6.69026666666667,9.4658,4.82355,4.60156666666667,8.10825,7.98365,5.8335,5.6261,5.85015,8.3665,7.31835,8.0469,3.9604,2.1491,8.28035,6.7586,3.479,8.2613,2.47695,1.9973,11.3836,6.45495,0.7524,5.17175,8.1699,0.6808,7.04596666666667,9.271575,3.1979,3.5208,2.82285,2.8275,6.8857,6.24915,1.6416,0.6841,9.3606,7.2428,7.2582,8.81956666666667,5.06205,10.329875,3.15766666666667,3.3416,9.1631,0.7651,12.6366,0.9771,3.0034,7.5196,6.4544,9.0111,7.7826,0.9048,4.1778,4.0425,6.29386666666667,1.61555,7.90425,5.89134,5.8691,6.41125,0.9737,0.6841,0.895,3.73936666666667,9.2855,6.83256666666667,4.54365,1.0259,7.08545,0.82545,8.1067,3.7883,5.631,5.8392,7.7436,1.2093,12.5234,0.6745,9.40673333333333,1.204,4.51776666666667,0.8821,9.14645
4.27825,6.48356666666667,2.1387,9.526775,4.01275,4.7857,5.6355,4.8886,0.8217,5.4901,0.6745,6.13395,2.53305,9.33363333333333,5.69856666666667,9.42375,2.67,10.4242,2.38795,6.86155,8.6997,8.1319,2.5212,6.3829,4.72615,2.990225,0.7355,11.0447,4.9792,2.8924,3.0694,4.3001,9.70596666666667,4.4844,1.0221,7.98383333333333,10.2507,8.38295,1.88645,8.27575,5.34985,3.8572,8.0176,4.6709,0.7767,2.12165,5.65165,6.51175,6.67955,2.962,0.92775,1.99365,7.9106,7.9007,8.5289,4.4535,6.8893,5.3734,11.15205,8.795225,2.0472,0.9118,4.5375,8.4469,9.6108,1.88855,3.42915,1.38235,7.75155,8.20005,8.4538,6.8224,7.6226,10.435,6.46565,1.8045,6.567,5.741925,4.18225,9.0203,4.2217,4.02925,1.3902,8.8852,4.7265,3.237,12.331,6.9331,3.71385,5.79245,8.577,7.774,5.5645,5.7781,7.4208,7.90125,1.34105,2.04355,5.683725,7.63405,5.5501,7.18475,0.850833333333333,5.4814,4.8648,3.1575,6.0421,1.4833,3.4801,7.4233,6.3429,6.0119,8.0594,9.5353,5.70556666666667,8.3891,4.6299,3.77016666666667,7.1148,6.81595,5.05185,4.7478,5.2236,7.2074,5.85395,6.98255,4.28125,2.8783,7.4386,5.532375,3.71405,7.2727,2.12035,2.3954,9.97736666666667,5.35005,1.7159,4.8491,7.4257,2.6365,6.1515,7.6327,3.8704,3.1838,2.6376,2.9277,5.8075,5.4118,0.6745,0.7985,8.04196666666667,5.9768,6.3599,7.71013333333333,5.0832,8.55935,2.78143333333333,3.1416,8.03595,0.7611,10.1865,1.0786,3.2268,6.1058,5.7624,7.7908,6.8469,0.8115,4.0484,3.7383,5.1224,1.8824,7.0094,4.95992,5.8554,6.03905,1.0176,0.7716,0.9411,3.78416666666667,7.916,5.5137,5.0265,0.6745,5.75935,0.9128,6.2063,3.2851,5.2714,5.0391,6.4798,2.1985,11.4946,0.7975,8.425,1.5324,3.62376666666667,0.7685,7.39575
3.94545,6.35926666666667,2.3093,9.5654,4.57005,4.7273,5.63003333333333,4.79723333333333,0.6846,5.09083333333333,0.67765,6.052375,3.3191,9.2,5.6953,9.53675,2.56366666666667,10.0941,2.47495,7.76585,8.61555,7.8694,2.886,6.03665,4.7889,2.6326,0.6745,10.9445,5.1656,4.0012,3.1762,4.52185,9.4182,4.442,2.5826,7.7459,10.1562,8.3348,1.8504,8.09005,4.9923,3.46305,7.8888,4.2896,1.4616,1.04035,5.43205,6.41195,6.7257,3.5791,1.4715,1.82145,7.83125,7.3232,8.6243,3.7681,6.8555,5.483,11.09335,8.651325,2.35765,0.7665,4.3448,8.2065,9.7923,0.723,3.16915,1.6247,8.23425,8.1213,8.60215,7.3217,7.6135,10.3636,6.5939,2.7026,6.0546,5.636075,4.28885,9.02765,4.25455,4.1644,2.02555,8.4058,5.1158,3.4978,12.2841,6.91425,4.0849,5.93515,8.285,7.6182,5.7795,5.77315,7.5267,7.6191,2.1827,0.9673,5.51395,7.119,6.5688,7.08635,0.823033333333333,5.7851,4.7,3.4121,5.9872,1.7765,3.57995,7.4239,6.1795,6.11695,8.0719,9.5272,5.79686666666667,8.0758,4.31815,3.45406666666667,7.1266,6.8605,5.43945,4.5223,4.7053,6.7521,5.98395,7.07395,3.91975,2.9121,7.59245,5.435425,3.84305,7.2047,1.94305,1.86335,9.94526666666667,5.42645,2.4273,4.2265,7.2905,0.9349,6.08183333333333,7.586775,3.3327,3.1253,3.06505,2.35275,5.5861,5.43085,0.6745,0.7792,8.05393333333333,6.1854,6.2047,7.58943333333333,4.9537,9.236525,2.7779,2.8991,8.26825,0.6745,10.0015,1.7466,3.348,5.8518,5.7616,7.79026666666667,7.0399,0.9447,3.91045,3.6301,5.08443333333333,1.72385,6.70355,4.8672,5.8451,5.4091,1.1546,0.6808,0.9105,3.22676666666667,7.8961,5.70366666666667,4.277,1.1212,5.93675,0.83655,6.4828,3.50995,5.0326,4.7075,6.58955,3.0167,11.4939,1.6421,8.3304,2.0819,3.73306666666667,0.7227,7.75115
3.2228,6.43793333333333,2.5734,9.51025,3.62355,4.8556,5.76381666666667,4.3109,1.20965,5.31546666666667,0.945,6.2845,2.48555,9.54353333333333,5.78133333333333,9.70675,2.89166666666667,10.79665,2.5049,8.1961,8.9531,8.2823,1.3573,6.12425,4.7824,3.3535,1.0587,10.5828,5.23175,3.2666,2.0068,3.9321,9.6131,4.49,2.5277,7.1962,10.3844,8.2049,1.1439,8.8133,5.1018,3.47755,8.22665,4.0767,1.1057,1.96195,6.14905,6.77895,6.8251,1.7828,1.73705,1.6524,8.05315,8.54305,8.9363,4.5718,7.13515,5.5571,11.1201,8.6114,2.6913,1.9071,4.1899,8.80555,9.9498,1.89655,4.02645,1.609,8.0553,8.29545,8.75575,7.72515,7.224,10.2277,6.68945,0.9829,3.5259,6.167025,4.64245,9.24665,3.9642,4.03005,1.2274,7.7253,4.76395,2.1539,11.9318,7.2489,4.10175,5.87735,7.81,7.5224,5.9966,5.69425,7.817,8.4313,1.091,1.13525,5.03895,6.57235,6.4587,7.55645,1.0535,6.87845,5.19533333333333,3.5044,5.9562,0.89265,3.4635,7.209,3.7816,6.4487,8.23795,9.2872,5.86936666666667,9.1276,4.04145,3.39866666666667,7.7123,6.919,5.76755,4.93295,5.23785,7.4933,6.21665,7.11725,4.2068,1.1733,8.16975,6.067575,3.53085,7.5209,2.80095,1.88755,9.9018,6.01285,2.5153,5.1633,6.92005,3.1404,6.32213333333333,7.488875,2.9738,2.97035,2.30145,2.5832,6.0192,5.08575,0.9731,1.0222,8.16673333333333,6.2437,6.37915,7.822,4.8297,9.743825,2.9821,3.2608,8.57995,1.2601,10.3387,1.191,3.2198,6.1566,5.7411,7.77083333333333,6.6655,1.052,3.27665,2.3955,5.37833333333333,1.2767,7.3371,5.21044,5.9997,6.12625,1.0625,1.1493,1.1367,3.01606666666667,7.294,6.2939,4.50835,2.0134,6.14225,1.2561,6.9685,2.77585,5.7894,4.45,6.8464,1.1931,11.971,1.2686,8.40573333333333,2.0245,3.69863333333333,1.1027,8.1044
4.2241,6.384,2.34265,9.630025,4.1699,4.712,5.89796666666667,4.6881,0.82135,5.24963333333333,0.6745,6.2271,2.53465,9.2164,5.46053333333333,9.6432,2.35836666666667,10.4567,1.98655,8.7781,8.947,8.10695,2.0598,5.9877,5.16095,3.241425,0.84135,11.3774,5.28205,3.414,3.5589,3.6876,9.39286666666667,5.0656,2.6981,7.8962,10.3741,8.34575,0.75015,8.53285,5.2869,3.04645,8.10955,4.41515,0.6911,1.8247,6.0853,6.84205,6.9665,2.7056,0.80645,2.0828,8.11605,7.83315,8.5108,4.5867,6.94175,5.4774,11.30475,8.860775,3.0549,0.9367,4.4888,8.30285,10.0546,1.64585,3.73355,1.3938,8.2656,8.30425,8.71425,7.93625,7.6465,10.5134,6.7764,1.3441,6.5658,5.99355,4.4634,9.47315,3.93865,3.91995,1.36355,9.1323,4.8267,2.5357,12.4879,7.1709,4.0092,6.27605,8.4681,7.9746,5.92985,5.5411,7.9974,8.17475,1.3859,0.92135,5.4528,8.19265,7.3202,7.4111,0.747066666666667,7.0486,5.3305,2.9829,6.4398,1.65375,4.32365,7.2997,6.089,6.55465,8.21475,9.4525,6.15896666666667,8.5328,4.45775,3.14176666666667,7.3968,7.0245,5.2001,4.971825,4.90325,7.3455,6.15555,7.11665,3.88405,2.4693,7.62015,5.735175,3.0006,7.47765,1.67335,1.66375,10.0636,6.0252,2.403,4.75765,7.39665,1.8523,6.46506666666667,7.727425,4.0856,3.0115,2.6016,2.93775,5.526,5.04545,0.6745,0.6745,8.174,6.3116,6.2189,7.80693333333333,4.6373,10.11945,2.65146666666667,3.1574,8.31895,0.6745,10.258,1.051,4.0412,6.3351,5.6865,7.99393333333333,6.92495,0.7074,3.8802,3.6198,5.54936666666667,0.9324,6.9568,4.98552,6.0616,6.10465,0.7219,0.7234,1.5587,3.96426666666667,7.6471,5.8268,4.33005,2.2247,6.0472,0.84645,7.3741,2.9614,4.20595,4.9662,6.99415,2.2912,11.8914,0.8741,8.28363333333333,0.742,3.8368,0.7283,8.45545
3.5838,6.58036666666667,2.56925,9.512875,3.31445,4.4299,5.89961666666667,4.40783333333333,1.1551,5.2209,0.9219,6.326675,3.1108,9.64126666666667,5.94746666666667,9.67065,2.8877,10.5016,2.0058,7.8211,8.96445,8.51005,2.4008,6.49745,4.5942,3.5124,1.00155,10.253,4.86535,2.5626,4.0168,3.49085,9.64546666666667,5.7278,2.6744,7.24426666666667,10.1719,8.17585,1.15065,8.5385,4.9911,3.94125,8.04325,4.0739,1.1081,1.1542,5.9983,6.5913,7.00695,1.1752,1.57955,2.27095,7.76525,8.22745,8.7409,3.8753,6.9655,5.4398,11.22015,8.48325,2.77275,1.3744,4.6201,8.45615,9.5631,2.2346,3.88265,1.19355,8.2015,8.36685,8.4304,7.3354,7.0561,9.9373,6.42,1.4009,3.8217,5.8317,4.6927,9.176,2.98935,4.08705,1.6099,7.5503,4.89315,2.3955,11.8219,6.8503,3.8496,6.1143,7.764,7.2434,5.27005,5.47655,7.4908,7.9789,2.0171,1.095,4.8747,6.18865,6.5956,7.5944,1.1214,6.1282,5.04406666666667,2.8888,6.0279,1.6974,4.04165,7.3607,3.9313,6.3092,8.03625,9.5761,5.546,8.8178,3.9821,3.3176,7.5068,6.93845,5.25345,4.648675,4.96105,7.0221,6.0342,7.2158,3.9266,2.5564,7.19635,5.90615,4.0453,7.2823,1.94815,1.90075,10.0762333333333,5.5679,2.6439,4.61245,6.8852,1.2109,6.33966666666667,7.3464,2.6686,2.8098,2.90585,1.4728,5.6228,5.6099,0.8865,1.0557,7.997,6.08026666666667,6.66035,7.7315,5.06955,9.243425,3.39526666666667,3.1393,8.2605,1.062,10.4275,1.1512,3.5664,6.1012,5.6373,7.7787,6.90865,1.0729,3.2251,3.6869,5.3687,1.6797,7.12645,4.93858,5.6837,5.9497,1.243,1.1295,1.3317,4.68553333333333,7.4636,5.8973,4.46965,2.0588,5.96335,1.2617,6.7732,2.85315,4.62675,4.3272,6.6673,2.74,11.7474,1.3001,8.33743333333333,2.5262,3.12183333333333,0.8852,7.8474
3.867,6.65636666666667,2.2696,9.496625,4.08175,4.7037,5.8893,4.94926666666667,2.4958,5.17593333333333,1.0052,5.976,2.8542,9.52253333333333,5.93076666666667,9.54735,2.78393333333333,10.34165,2.3847,7.03815,8.7182,8.1848,1.865,6.4911,4.75655,3.13835,0.73655,11.1455,5.0508,2.406,3.3015,4.0453,9.69896666666667,4.665,2.9665,8.05156666666667,10.2848,8.37925,1.554,8.51935,5.4433,3.67375,8.03865,4.64825,0.9029,2.03335,5.7187,6.4583,6.8768,2.3337,1.73925,2.23055,7.727,7.8074,8.5508,4.3485,7.06355,5.365,11.2721,8.647175,2.2911,2.9736,4.139,8.36755,9.7589,1.45535,3.22945,1.252,7.8273,8.2167,8.30225,7.10045,7.5971,10.3267,6.6118,1.4846,6.1295,5.79345,4.69515,8.97125,3.9659,3.6884,1.5027,9.0074,4.71375,2.7906,12.3245,6.8032,3.77685,6.00495,8.3749,7.8301,5.54955,5.22555,7.3789,7.7051,1.64355,1.55545,5.544325,7.58625,5.68275,7.2881,1.1054,5.4869,4.76393333333333,3.1622,5.9878,1.623,3.7876,7.6999,5.901,5.9871,7.906,9.7233,5.66563333333333,8.5687,4.9127,3.34,7.102,6.93995,5.0472,4.5115,4.49125,6.9999,6.0009,7.03155,4.3107,2.995,7.10715,5.614625,3.5606,7.17695,1.6109,2.0709,10.1605,5.2908,2.1163,4.489,7.40415,1.8143,6.4724,7.494275,3.42,3.18075,2.62425,2.67605,5.5633,5.3505,0.9846,0.9291,8.03266666666667,6.04936666666667,6.8303,7.68123333333333,5.11925,8.5252,2.80523333333333,3.4245,8.0746,0.7934,10.22,1.1826,3.7426,6.1353,5.7191,7.76363333333333,6.9754,1.0078,3.06665,3.3726,5.35236666666667,1.2492,7.0685,5.01358,5.5849,5.6194,1.1571,0.9047,1.0634,4.12206666666667,7.9181,5.6283,4.4821,0.8187,5.7279,1.0806,6.3244,3.56725,5.22515,4.7496,6.3107,1.80375,11.6661,2.0469,8.466,1.7366,3.26133333333333,0.9377,7.45235
2.86215,6.49336666666667,2.251,9.400825,3.4819,4.634,5.73341666666667,4.3382,1.13085,4.93156666666667,0.8848,6.58015,2.40255,9.3017,5.521,9.6208,2.6286,10.3436,2.12395,8.59815,8.8635,8.0507,1.5123,6.1893,5.07445,3.4805,1.01115,11.2312,5.3396,2.266,2.8812,3.85615,9.371,4.8728,1.5675,7.7525,10.1816,8.21585,1.59875,8.596,5.0402,3.1851,8.01235,4.6548,0.9987,1.5325,5.8521,6.76585,6.92915,1.1092,1.12185,2.2339,8.1708,8.0704,8.6467,4.4211,7.09925,5.6167,10.93755,8.693975,1.824,1.2222,4.3793,8.276,10.1311,1.7737,3.09865,3.0065,8.79395,8.2047,8.73415,7.7213,7.289,10.3834,6.693575,0.9766,5.4212,5.927875,4.52235,9.3099,3.9484,4.1185,1.56435,8.6241,4.9207,1.2501,12.5012,7.00045,3.9467,6.19875,8.1475,7.6488,6.0074,6.34605,8.0792,8.0306,1.9005,1.072,5.3714,7.39285,7.0268,7.2516,1.0232,7.27285,5.1018,2.4449,6.24693333333333,1.06125,3.7908,7.4452,5.2712,6.8204,8.2242,9.3205,6.09796666666667,8.7177,4.0129,3.5436,7.35975,6.70075,5.6452,4.54905,4.50125,7.2803,6.1785,7.22765,3.513,2.4895,7.6584,5.802975,3.3671,7.4851,2.00905,1.2712,9.97253333333333,5.62695,1.0945,4.48295,7.1864,1.1048,6.53946666666667,7.697075,3.3418,2.8331,2.50995,2.038,5.57,5.00735,0.9158,3.7797,8.18636666666667,6.2447,6.1184,7.6845,4.597,10.119825,2.581,1.2356,8.25395,1.9407,9.8631,1.122,3.8611,6.18,5.7365,7.9443,6.9387,1.46515,2.95275,3.2765,5.33993333333333,0.9906,7.2687,5.01014,5.7736,5.9945,1.0773,1.0414,1.1734,3.35436666666667,7.6462,5.9868,4.2739,0.8555,6.14005,1.19565,7.2939,2.71235,5.2161,4.7426,6.7718,1.58945,12.0214,1.6125,8.37076666666667,1.1493,3.53006666666667,0.9713,8.1515
3.25565,6.6026,2.9187,9.5923,3.1862,4.6668,5.88278333333333,4.44973333333333,1.0637,4.917,0.832,6.309225,3.14935,9.58496666666667,6.07963333333333,9.62475,2.69213333333333,10.53205,2.44335,7.30405,8.8153,8.4125,2.5783,6.6913,4.861,2.922475,0.8835,10.1396,5.262,2.3258,2.7823,4.0839,9.6186,4.1978,2.9191,7.5539,10.1749,8.17925,1.00025,8.40275,5.4319,3.6569,7.95085,3.8923,0.9957,3.196,5.75445,6.6728,6.8226,1.9138,1.0896,2.17175,7.94945,8.3824,8.947,4.2608,6.9058,5.305,10.99355,8.5805,3.2458,1.2152,3.4483,8.8833,9.6355,1.6942,3.69485,2.19085,7.9155,8.4309,8.6688,6.98105,6.8597,9.7624,6.46165,2.731,3.622,6.0544,4.1468,8.9725,3.9534,4.2939,1.6146,7.6531,4.87455,2.5277,11.899,6.97705,3.3149,5.87015,7.8752,7.2638,6.015,5.9622,7.4949,8.14665,0.8846,1.4801,5.35375,6.0582,5.69955,7.5001,0.973266666666667,5.9707,5.25863333333333,2.4896,5.90243333333333,1.8919,3.84945,7.436,4.0924,6.2178,8.2485,9.4676,5.58773333333333,8.7365,4.24555,3.52823333333333,7.5373,6.92195,5.44235,4.6379,5.13195,7.1923,6.1545,7.17215,3.8909,3.4595,7.65225,5.917875,3.44165,7.47395,1.75645,2.5469,10.0354,5.3972,3.0467,4.5683,6.6992,2.7639,6.1147,7.39105,2.1589,2.9867,3.1958,2.0776,5.6806,5.1981,0.9047,0.9585,8.12206666666667,6.0815,6.18615,7.6891,4.79305,9.079975,2.4918,2.8932,8.3184,0.909,10.3204,2.6359,3.8226,6.2037,5.6058,7.73836666666667,7.01775,0.94525,3.57485,2.6821,4.97306666666667,1.58935,7.2437,5.10398,5.8853,6.034,1.0457,1.0183,1.1367,3.9868,7.4996,5.83106666666667,4.399,0.7263,5.98265,1.23795,6.4217,3.428,5.6982,4.3171,6.543,1.59525,11.5701,0.9183,8.59716666666667,1.1227,3.62696666666667,0.9539,7.6866
